key,src,line,hook,daddr,dport,payload_len,awaits_reply,label,labeller,rule,notes
shell.jsonl:43,shell.jsonl,43,socket_sendmsg,34.149.66.165,443,64,False,irrevocable,rules,Q5 (no declared compensation),
shell.jsonl:44,shell.jsonl,44,socket_sendmsg,34.149.66.165,443,131248,False,irrevocable,rules,Q5 (no declared compensation),
shell.jsonl:45,shell.jsonl,45,socket_sendmsg,34.149.66.165,443,366,,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:1,write.jsonl,1,socket_sendmsg,127.0.0.53,53,2,True,reversible,rules,Q1 (loopback; see taxonomy section 6.2),
write.jsonl:2,write.jsonl,2,socket_sendmsg,160.79.104.10,443,1504,True,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:3,write.jsonl,3,socket_sendmsg,160.79.104.10,443,241,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:4,write.jsonl,4,socket_sendmsg,127.0.0.53,53,2,True,reversible,rules,Q1 (loopback; see taxonomy section 6.2),
write.jsonl:5,write.jsonl,5,socket_sendmsg,160.79.104.10,443,1504,True,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:6,write.jsonl,6,socket_sendmsg,160.79.104.10,443,1108,True,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:7,write.jsonl,7,socket_sendmsg,160.79.104.10,443,1478,True,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:8,write.jsonl,8,socket_sendmsg,160.79.104.10,443,64,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:9,write.jsonl,9,socket_sendmsg,160.79.104.10,443,599,True,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:10,write.jsonl,10,socket_sendmsg,127.0.0.53,53,2,True,reversible,rules,Q1 (loopback; see taxonomy section 6.2),
write.jsonl:11,write.jsonl,11,socket_sendmsg,160.79.104.10,443,1504,True,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:12,write.jsonl,12,socket_sendmsg,127.0.0.53,53,2,True,reversible,rules,Q1 (loopback; see taxonomy section 6.2),
write.jsonl:13,write.jsonl,13,socket_sendmsg,160.79.104.10,443,3358,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:14,write.jsonl,14,socket_sendmsg,160.79.104.10,443,1478,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:15,write.jsonl,15,socket_sendmsg,160.79.104.10,443,1478,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:16,write.jsonl,16,socket_sendmsg,160.79.104.10,443,1478,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:17,write.jsonl,17,socket_sendmsg,160.79.104.10,443,1478,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:18,write.jsonl,18,socket_sendmsg,127.0.0.53,53,2,True,reversible,rules,Q1 (loopback; see taxonomy section 6.2),
write.jsonl:19,write.jsonl,19,socket_sendmsg,160.79.104.10,443,1510,True,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:20,write.jsonl,20,socket_sendmsg,160.79.104.10,443,64,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:21,write.jsonl,21,socket_sendmsg,160.79.104.10,443,472,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:22,write.jsonl,22,socket_sendmsg,160.79.104.10,443,64,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:23,write.jsonl,23,socket_sendmsg,160.79.104.10,443,398,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:24,write.jsonl,24,socket_sendmsg,160.79.104.10,443,64,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:25,write.jsonl,25,socket_sendmsg,160.79.104.10,443,331,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:26,write.jsonl,26,socket_sendmsg,160.79.104.10,443,64,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:27,write.jsonl,27,socket_sendmsg,160.79.104.10,443,653,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:28,write.jsonl,28,socket_sendmsg,160.79.104.10,443,1064,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:29,write.jsonl,29,socket_sendmsg,160.79.104.10,443,1504,True,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:30,write.jsonl,30,socket_sendmsg,160.79.104.10,443,364,True,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:31,write.jsonl,31,socket_sendmsg,160.79.104.10,443,20440,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:32,write.jsonl,32,socket_sendmsg,160.79.104.10,443,372,True,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:33,write.jsonl,33,socket_sendmsg,160.79.104.10,443,365,True,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:34,write.jsonl,34,socket_sendmsg,160.79.104.10,443,820,True,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:35,write.jsonl,35,socket_sendmsg,160.79.104.10,443,1749,True,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:36,write.jsonl,36,socket_sendmsg,160.79.104.10,443,702,True,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:37,write.jsonl,37,socket_sendmsg,160.79.104.10,443,513,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:38,write.jsonl,38,socket_sendmsg,160.79.104.10,443,630,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:39,write.jsonl,39,socket_sendmsg,160.79.104.10,443,20961,True,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:40,write.jsonl,40,socket_sendmsg,127.0.0.53,53,2,True,reversible,rules,Q1 (loopback; see taxonomy section 6.2),
write.jsonl:41,write.jsonl,41,socket_sendmsg,160.79.104.10,443,37641,False,irrevocable,rules,Q5 (no declared compensation),
write.jsonl:42,write.jsonl,42,socket_sendmsg,34.149.66.165,443,1495,,irrevocable,rules,Q5 (no declared compensation),
